SITUS_ZIP,TOTAL_VALUE
80207-3744,1163000
80224-1308,480100
80219-4906,1417500
80219-3826,240100
80236-3452,346900
80206-1706,281700
80123-1078,290500
80204-3542,294700
80227-3825,371600
80210-5716,282100
80207-3248,644200
80239-4323,267300
80211-2044,313500
None,714500
80219-1325,194800
80231-8010,410600
80219-3748,223500
80219-1310,184300
80220-2661,None
80206-2919,None
80204-3936,None
80203-4183,None
80227-3531,313200
80206-3414,391800
80222-7210,890900
80238-3484,905600
None,100
80218-4023,392800
80227-3517,325600
80219-5646,343600
80236-2238,307100
None,520200
None,100
80209-1730,658700
80247-6529,340000
80206-3725,507200
80209-2716,1323200
80238-3469,812900
80223-4301,213500
80212-2706,265400
80231-3971,264600
80211-1247,650000
80210-6037,470200
80207-3120,445900
None,100
80230-6919,100
80219-1151,217100
80219-3126,188200
80204-3017,188000
80223-2303,278400
80212-1107,618300
None,502100
80239-2917,900300
80211-1145,264100
80219-5527,206100
80218-3607,458000
80205-4119,421400
80206-1160,442900
80209-2215,515300
80224-2530,399400
80238-4004,595100
80210-6831,632300
80206-1826,442900
80238-2908,654700
80239-3809,258100
80210-6509,399000
80249-8243,344000
80211-4605,491200
80222-7508,434600
80220-5220,523200
80212-1956,406300
80206-5518,980100
80227-3576,288800
80220-4304,334300
80207-2304,259000
80237-2542,450000
80239-4248,267100
80206-3404,555700
80220-3457,266500
80223-2628,216600
None,509500
80207-2604,383800
80207-2109,527400
80223-4014,1136300
80223-3205,792400
80220-4836,359200
80220-2010,229800
80209-4520,822700
80210-2316,1468100
80205-5566,605700
80237-1247,465600
80207-2227,264300
80205-4833,393200
80218-3901,1493700
80211-1312,388000
None,231300
80236-2033,268000
None,980100
80219-5243,283600
None,280800
80205-3833,356500
80239-5681,218400
80211-3750,480800
80219-2380,227200
80222-6855,100
80209-4331,703700
80238-2897,538800
80231-6050,431700
80236-3527,418500
80210-3221,688300
80204-3166,196600
80236-2314,349000
80207-2147,244700
80210-2803,444500
80231-2614,342800
80249-6624,253200
80206-3321,350000
80209,531200
80235-2925,355500
80207-3813,616500
80207-3743,737200
80249-8496,244600
80207-1343,584700
80211-5108,342000
None,100
80207-2746,337900
80230-6738,532300
80211-4515,790700
80249-6796,280200
80219-4201,252300
80205-4928,337400
80224-2760,424400
None,250800
80222-6519,341200
None,100
None,477600
80206-3435,415400
80220-2221,200700
80236-3007,311000
80210-2627,741200
None,100
80249-6938,245300
80239-4067,226200
80239-5166,238700
80238-2857,521300
80211-1453,644200
80236-2508,217600
80222-6708,960900
80209-4205,502800
80249-8375,100
80231-4703,374300
None,1180000
None,83700
80236-3337,383800
None,842700
None,508600
80210-6357,487400
80207-3419,192400
80219-2147,298500
80239-6301,218300
80209-2119,250800
80219-4241,223900
80220-1240,260200
80236-3474,325100
80209-2113,591400
80246-1011,3191300
80220-5360,347900
80209-2629,1261000
80210-1714,825900
80226-8019,348300
80205-3808,835200
80238-2669,397700
80219-4453,271600
80212-2122,392500
80210-2817,1071200
80220-5551,679400
80219-4919,262200
None,163000
80204-2873,1223200
80216-2433,41500
80237-2002,573300
80206-2907,639500
80249-8426,259300
80210-2111,931900
80224-1338,431000
80207-1830,272600
80209-4415,511000
80206-1112,730200
80210-2230,1011500
80209-2705,1217900
80207-2843,341200
80211-1504,399100
80221-1109,303200
80209-3516,620300
None,1219200
80204,100
80239-4344,260500
80212-2145,19000200
80220-5263,450800
80220-5247,440400
80210-2429,693800
80222-7104,367400
80210-5411,674400
80246-2331,357500
80209-4307,559600
80210-3104,529100
80239-6050,297500
80211-3529,741100
80238-3541,499000
80205-4524,298200
None,117600
80231-3973,234700
80207-2004,184500
None,103800
80231-6406,334400
80205-4663,311500
80210-6357,457600
80212-1554,540100
80246-1150,1902800
80236-3474,302500
None,379500
None,283600
None,100
None,248900
80220-3422,248300
80231-4727,339000
80236-3519,389600
80211-2840,311800
80249-6568,272000
80223-4124,215700
80238-3842,443000
80247-5104,9458400
80231-4262,100
80219-4555,272200
80220-1236,506500
80207-1343,282500
None,523000
80219-4242,257000
80222-7239,344800
80206-1307,910100
80207-2916,275400
80216-2445,311300
None,349900
80220-1250,950800
80222-6004,396600
80212-2356,385000
None,851000
80238-2536,610500
80207-2117,297900
80211-1401,541700
80205-4637,408700
80238-3822,560000
80220-1450,736800
80249-7106,404200
80249-7239,248100
80230-6704,601500
None,410700
80219-5241,311700
80205-4335,379600
80212-2817,293100
None,588900
80237-1026,387300
None,4169300
80209-3514,775700
80211-1436,374800
80206-4441,865600
80203-3993,None
80237-1926,None
None,254600
80216-2038,229400
80227-3543,334200
None,511700
80238-3544,533100
80212-1623,485400
None,824500
80223-1539,537800
None,665000
80219-2256,204600
80249-6518,253800
80204-4704,192400
80246-3226,335000
80219-5046,336300
80207-3145,473000
None,106200
80205-3516,174500
80219-6014,243400
80205-4907,290700
None,269900
80222-7223,437600
80220-5613,930100
80212-1212,395600
None,100
80238-2753,601500
80210-2015,457100
80206-4540,957000
80210-5659,521800
80236-3800,314300
80220-3425,248100
80239-4416,11359500
80236-2000,308200
None,916500
80205-5344,383800
None,57800
80237-2046,755700
None,190600
None,313500
None,250200
80210-4005,251500
80210-2221,330300
80206-2687,485400
80223-1836,100
80249-7357,242300
80221-1041,304800
80202-1036,100
None,875500
80205-4456,285700
80236-2830,221400
None,1094800
80237-1514,325800
80211-4008,583200
80218-3935,771300
80205-4651,322300
80239-5673,229500
80249-8454,298400
80238-3756,647100
80227-3525,346700
80210-3213,924700
80246-3220,293200
80220-5241,877700
80249-6521,260600
80211-3216,480100
80123-2419,379600
80222-7512,447300
80209-4038,420400
80210-3530,390100
80207-3109,742600
80210-5646,1228700
80205-5638,629700
80224-1023,922300
None,130200
80224-2812,6091800
80219-3742,200800
None,100
80238-3875,960300
80207-2824,363300
80239-3608,206900
80206-1437,565800
80216-2537,181600
80220-3421,371700
80223-2524,262600
None,291900
80231-2670,187700
80239-5693,310400
80207-2214,299100
80247-6814,533500
80205-3736,295100
80222-7249,666400
80219-4270,4706600
80219-3926,196400
80211-1309,369400
None,36800
None,100
80219-5725,245800
80220-1004,674800
None,1227300
80205-5250,334900
80212-1827,367300
80221-1316,268100
None,1309900
80224-1548,526000
80224-1418,356800
80224-1419,375800
80218-1136,1112700
80239-3625,239100
80211-3829,505300
80249-8624,239800
80207-1862,639700
None,100
80218-3904,531300
80227-4100,383000
80237-1348,426900
80211-3319,1125400
80219-4446,253500
80223-4304,213700
80212-3048,429000
80209-2213,652400
80239-4006,207600
80223-4415,2557700
80220-5713,556500
80219-2310,202700
80211-4527,589000
80219-1234,206200
80237-2524,559000
80221-1230,246900
80212-2221,247900
80205-2736,415100
80239-7004,291600
80216-2839,185400
80246-3231,378400
80237-1740,403800
80211-2645,376900
80219-1709,209700
80206-3007,504400
80249-8550,349800
80222-4600,279100
80230-7035,569500
80210-1508,458700
80220-5018,487800
80203-3931,276500
80218-2490,573400
80223-3408,841800
80222-6841,328100
80247-6531,384300
80204-2936,185100
80207-2832,320300
80239-6450,259300
80230-6947,929800
80220-2138,213500
80231-5694,182200
80209-3537,1088200
80220-3038,298100
80238-2668,416000
80223-1506,536600
80203-2780,1367500
80207-3833,645100
80220-5632,1092700
80219-5921,283200
80223-2757,260000
80212-2236,568900
80207-1829,275800
None,250000
None,200
80239-5152,987400
80219-5036,283500
80224-2330,792700
80238-2416,550500
80219-5306,288500
80249-7603,317300
None,3988700
80227-3501,252400
80223-3019,246200
80231-2661,214800
80220-5833,700200
80220-2916,617100
80223-1930,215900
80209-4639,1731500
80222-7205,1184800
80123-1607,309200
80220-5015,627500
80239-4309,234200
80212-2724,307700
None,100
80212-1352,652400
80227-4113,330400
80209-4848,2987000
80206-4001,671100
80231-4074,318000
80220-3513,273400
80211-2317,4177600
80246-1033,826100
80204-4426,306900
80205-2755,629300
80219-3942,382000
80207-1831,301200
80224-2741,418900
80219-1944,178900
80211-2714,464600
80239-3640,229300
80209-4019,374200
80218-3639,2074300
80210-4617,376300
80205-3225,553300
80237-2107,421700
80223-3338,284300
80207-2146,254300
80236-2120,305100
80249-8729,459800
80238-3556,5146700
80219-5133,320700
80212-1760,778000
80219-5638,300500
80222-6804,339700
80239-6447,311100
80207-3408,345300
80222-7208,342400
80210-2739,402200
80238-2963,540400
80238-3819,579200
80210-2307,548400
80210-4000,865300
80209-4121,495200
None,1425200
80238-3586,572900
80210-5772,420800
80220-5146,443400
80246-1137,1714900
80227-3817,333500
80236-2620,1881800
80235-2915,356500
80207-3245,638600
80211-2640,365200
80205-4835,351400
80221-1518,219700
80249-6573,234100
80236-3404,294800
80212-3038,662100
80219-1726,374500
80216-3516,258600
80249-8111,310800
80221-1267,469900
80236-3421,347600
80238-3051,750200
80211-4024,476100
80204-3043,200400
80220-4451,341100
80224-2310,470000
80249-8462,262600
80219-1844,227700
80238-3826,601700
80247-6532,368400
80249-7092,260000
80212-2164,664000
80227-5737,300400
80247-6534,320300
None,2300
80224-2636,363400
80220-3525,265100
80210-5714,397300
80227-4116,336400
80219-2270,202000
80216-2517,198200
80220-1144,612300
80249-8231,317500
80207-2946,302600
80207-2143,241300
80216-2531,177200
80206-3104,559700
80210-6223,1314400
80223-2249,304500
80239-4405,266300
80246-3230,439900
80206-2510,535200
None,769400
80231-4605,374500
80220-2037,126700
80219-1118,255100
80223-3923,220800
80207-4067,248100
80223-3527,246500
80224-1919,375800
80209-2014,372100
80216-4508,2285000
80224-1242,474600
80219-5203,299400
80222-5109,461500
80206-3401,449300
80231-2604,422100
80239-4132,241500
80204-4418,385800
80223-2321,219600
80218-3604,1101900
80212-2566,745300
80209-4016,390500
80222-6736,360000
80236-3346,351400
80230-6799,409200
80249-7608,314700
80205-3902,403500
80247-6814,548900
80223-3404,1450400
80249-8053,264900
80249-8544,340400
80205-4323,355500
80219-4843,268100
80223-2719,2164900
80206-4530,429700
80220-6017,411800
80206-4005,601100
80231-4630,382400
80212-2544,472000
80223-2919,262400
80211-3623,497300
80219-6059,155000
80220-2210,186200
80211-3206,353200
80219-5656,465400
80219-2449,207700
80211-2925,502800
80210-3248,446700
80238-3169,450300
80218-3514,1158600
80210-4515,729900
80223-2518,275000
80210-6724,690600
80204-6801,252200
80219-5011,293400
80231-5679,391400
80239-4934,237400
80230-6760,585700
80123-1977,274000
80239-3817,228500
80220-1549,675900
None,614700
80239-3645,201600
80239-5696,294400
80239-4992,210200
80249-7155,314000
None,33000
80211-3532,388500
80205-3966,233300
80222-7545,326000
80227-3843,329600
None,100
80210-5116,346300
80231-3970,287700
80219-2307,261500
80220-5928,761200
80220-5362,557100
80239-4124,241300
80209-5016,764600
80204-2951,262900
80239-3755,200400
80220-5525,639300
80204-3121,208200
80212-2623,383000
None,282800
80221-1362,227200
80216-2606,290400
80249-7319,363700
80211-4520,442800
80219-3921,264400
80231-4261,673200
80211-1117,517500
80210-5622,640000
80219-1325,210100
None,494100
80249-8707,327700
80205-4062,274400
80249-6909,269100
80239-4345,255300
80222-6849,262500
None,100
80220-5752,659300
80219-5740,239400
80220-4514,770600
80204-3023,231800
80209-2609,491400
80212-2921,454300
80210-6627,558400
80212-2140,374000
80206-4208,690700
80207-2633,369400
80211-3106,447500
80220-1348,1122900
80207-2744,365600
None,463500
None,295700
80238-2829,388000
80219-3210,199000
80227-4114,372500
80238-3585,727000
80220-5923,886800
80239-5462,273300
80219-4166,286400
80212-1756,819000
80210-5133,395300
80204-4726,281800
80216-2705,198700
80219-1622,214400
80204-1457,477600
80204-3110,180500
80206-4541,1008700
80207-1534,296700
80205-3960,248300
80249-7469,376100
None,18900
80204-3112,223200
80218-2709,304000
80231-6013,370300
80220-5219,870100
80218-1013,1127300
80220-6314,2794900
80209-2212,440500
80249-7605,294500
80220-5024,1085300
80216-3416,2969000
80212-1335,396900
None,300100
80223-1534,6701300
80249-8405,348000
80222-6405,421100
80206-2707,568000
80204-5134,556900
80219-5837,271400
80239-5006,253500
80223-2222,250300
80220-3133,249900
80206-5523,815900
80249-8156,298700
80220-1545,568900
80210-5421,1014000
80211-3244,292100
80210-2453,1338400
80211-3312,349500
80207-3740,590400
80219-2152,215300
80221-1116,252000
80211-2042,310600
80219-4805,295200
80220-5147,772500
80239-4966,273100
80209-2314,534500
80220-4933,981000
80209-4227,347000
80231-4718,355200
80249-7540,374300
80204-4340,356700
80219-1512,228700
80206-4414,980300
80239-3144,22237600
80220-3014,415500
80238-2701,4158800
80210-4504,370100
80239-3810,224100
80223-1725,262800
80219-2129,290000
80223-1326,564500
None,100
80219-5355,247000
80219-2271,273000
80123-1025,304200
80238-3071,784900
80212-2413,341700
80216-4011,258300
80223-2617,264800
80249-6523,270800
80207-3028,315300
80210-4022,715500
80211-5130,331100
80220-1732,501200
80231-5695,202800
80205-3544,393500
80222-6860,289000
80220-1546,1026400
80220-4912,703100
80203-4104,480700
80239-5259,1209700
80204-2034,418900
80219-1723,200100
80231-2663,222700
80237-2923,466700
80219-4820,338000
80223-4015,487900
80220-4547,368300
80249-8155,305800
80209-2114,871100
80220-2524,543200
80222-4428,357400
80219-2930,493900
80218-2106,539800
80216-2232,183200
80209-4328,445700
80219-2346,201400
80231-4132,373100
80209-4034,487800
80207-3850,1658800
80227-4106,353800
80210-3305,346700
80224-1542,464400
80207-3245,528400
80210-4141,409000
80223-2207,281400
None,508000
80227-3721,280200
80222-7220,1063600
80209-3179,527900
80216-3961,819700
80207-3524,348000
80207-1528,119000
80207-3055,369800
None,119300
80220-5747,510300
None,65100
None,3221000
80203-1405,1302500
None,100
80207-2118,244400
80216-2226,185800
None,311600
80209-4117,447200
80219-3819,231100
80216-3905,21900
80239-4403,275900
80204-3104,222900
80216-3414,2927500
80216-2215,192100
80221-1023,270800
80210-2409,772300
80249-8063,238000
80210-6412,707900
80236-3253,412600
80205-3452,322700
80237-1240,525200
80220-1939,260700
80220-2226,445700
80210-6331,424400
80207-2803,318100
None,21900
80231-4251,353700
80123-1052,318800
80236-2304,500900
80220-4926,555400
80237-1532,361700
80238-3342,809200
80231-4741,495500
80249-8637,291600
80237-1065,417600
80236-2146,335400
80211-4051,634800
80236-3353,352500
80249-6648,293700
80220-5849,1813700
80216-2728,211700
80206-1206,520500
80207-3830,790900
None,5317400
None,409700
80249-7453,325000
80207-2726,294700
80239-6204,240300
80212-3009,349500
80246-2310,328100
80224-2002,307200
80207-3906,591000
80207-2918,351700
80220-5535,734600
80204-2818,720000
80227-3821,327300
80223-2514,239300
80219-3757,244800
80236-2112,251300
80220-3450,268200
80249-8706,336400
80211-1941,492100
None,566200
80222-6038,391700
80216-4129,241100
80207-2607,519400
80218-3304,440600
80210-2224,393700
80205-4021,266100
80210-5802,481400
80205-5133,513500
80222-6818,369500
None,249200
