"","address","countyfips","county","charter","city","distcode","district","highest","lowest","phone","schoolcode","school","setting","state","type","fips","zip","content","proficiency"
"695","4665 RALEIGH STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248900,1400,"CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING","Denver Metro","CO","Public School Physical Address",8031,80212,"ELA",22.2333333333333
"696","4665 RALEIGH STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248900,1400,"CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING","Denver Metro","CO","Public School Physical Address",8031,80212,"Math",18.15
"697","3752 TENNYSON STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","Kindergarten",3034550848,1345,"CESAR CHAVEZ ACADEMY DENVER","Denver Metro","CO","Public School Physical Address",8031,80212,"ELA",22.76
"698","3752 TENNYSON STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","Kindergarten",3034550848,1345,"CESAR CHAVEZ ACADEMY DENVER","Denver Metro","CO","Public School Physical Address",8031,80212,"Math",15.525
"699","1300 SOUTH LOWELL BOULEVARD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204244300,7694,"CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",9.6
"700","1300 SOUTH LOWELL BOULEVARD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204244300,7694,"CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",16.2
"701","1580 JULIAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248810,1528,"CHELTENHAM ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",17.65
"702","1580 JULIAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248810,1528,"CHELTENHAM ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",16.55
"703","3240 HUMBOLDT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204239120,1785,"COLE ARTS AND SCIENCE ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80205,"ELA",19.8666666666667
"704","3240 HUMBOLDT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204239120,1785,"COLE ARTS AND SCIENCE ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80205,"Math",5.8
"705","1526 TENNYSON STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248740,1774,"COLFAX ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",15.2666666666667
"706","1526 TENNYSON STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248740,1774,"COLFAX ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",24.3
"707","2675 SOUTH DECATUR STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248660,1788,"COLLEGE VIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",28.25
"708","2675 SOUTH DECATUR STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248660,1788,"COLLEGE VIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",14.2333333333333
"709","5290 KITTREDGE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204230850,1295,"COLLEGIATE PREPARATORY ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",5.1
"710","5290 KITTREDGE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204230850,1295,"COLLEGIATE PREPARATORY ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",11
"711","2925 WEST 40TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248580,1816,"COLUMBIAN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80211,"ELA",23.2
"712","2925 WEST 40TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248580,1816,"COLUMBIAN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80211,"Math",15.2
"713","2540 EAST 29TH AVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248510,1846,"COLUMBINE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80205,"ELA",20.9
"714","2540 EAST 29TH AVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248510,1846,"COLUMBINE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80205,"Math",26.9
"715","911 SOUTH HAZEL COURT",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","7th Grade","6th Grade",3032264880,1939,"COMPASS ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",15.1
"716","911 SOUTH HAZEL COURT",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","7th Grade","6th Grade",3032264880,1939,"COMPASS ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",13.2
"717","200 E. 9TH AVE.",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204236900,5844,"CONTEMPORARY LEARNING ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80203,"ELA",13.2
"718","1550 SOUTH STEELE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","1st Grade",7204248380,1908,"CORY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"ELA",83.6666666666667
"719","1550 SOUTH STEELE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","1st Grade",7204248380,1908,"CORY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"Math",70.6
"720","4540 WEST 10TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248300,1928,"COWELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",19.6
"721","4540 WEST 10TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248300,1928,"COWELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",27.75
"722","1551 S.  MONROE ST",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204240630,3698,"CREATIVITY CHALLENGE COMMUNITY","Denver Metro","CO","Public School Physical Address",8031,80210,"ELA",71.3
"723","1551 S.  MONROE ST",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204240630,3698,"CREATIVITY CHALLENGE COMMUNITY","Denver Metro","CO","Public School Physical Address",8031,80210,"Math",62.8333333333333
"724","14500 MAXWELL PLACE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247300,2205,"DCIS AT FORD","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",37.9666666666667
"725","14500 MAXWELL PLACE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247300,2205,"DCIS AT FORD","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",29.6
"726","5000 CROWN BLVD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204235900,2209,"DCIS AT MONTBELLO","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",7.725
"727","5000 CROWN BLVD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204235900,2209,"DCIS AT MONTBELLO","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",7.65
"728","1821 SOUTH YATES STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","Preschool",7204248080,2174,"DENISON MONTESSORI SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",37.125
"729","1821 SOUTH YATES STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","Preschool",7204248080,2174,"DENISON MONTESSORI SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",20.75
"730","574 WEST 6TH AVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204239000,2183,"DENVER CENTER FOR INTERNATIONAL STUDIES","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",43.675
"731","574 WEST 6TH AVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204239000,2183,"DENVER CENTER FOR INTERNATIONAL STUDIES","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",32.44
"732","3480 SYRACUSE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204244790,2227,"DENVER DISCOVERY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"ELA",59.7
"733","3480 SYRACUSE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204244790,2227,"DENVER DISCOVERY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"Math",46.2
"734","6700 EAST VIRGINIA AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204247480,2125,"DENVER GREEN SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80224,"ELA",58.4833333333333
"735","6700 EAST VIRGINIA AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204247480,2125,"DENVER GREEN SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80224,"Math",32.0833333333333
"736","451 NEWPORT STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","Kindergarten",3035570852,2127,"DENVER LANGUAGE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80220,"ELA",59.4
"737","451 NEWPORT STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","Kindergarten",3035570852,2127,"DENVER LANGUAGE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80220,"Math",54.94
"738","4250 SHOSHONE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","10th Grade","7th Grade",7204242600,2167,"DENVER MONTESSORI JUNIOR/SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80211,"ELA",34.5333333333333
"739","4250 SHOSHONE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","10th Grade","7th Grade",7204242600,2167,"DENVER MONTESSORI JUNIOR/SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80211,"Math",23.9
"740","4250 Shoshone St",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204248281,6509,"DENVER ONLINE HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80211,"ELA",25
"741","150 SOUTH PEARL STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","10th Grade","9th Grade",7204242000,2241,"DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN","Denver Metro","CO","Public School Physical Address",8031,80209,"ELA",64.6
"742","150 SOUTH PEARL STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","10th Grade","9th Grade",7204242000,2241,"DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN","Denver Metro","CO","Public School Physical Address",8031,80209,"Math",55.4
"743","7111 MONTVIEW BLVD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204241700,2184,"DENVER SCHOOL OF THE ARTS","Denver Metro","CO","Public School Physical Address",8031,80220,"ELA",87.3
"744","7111 MONTVIEW BLVD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204241700,2184,"DENVER SCHOOL OF THE ARTS","Denver Metro","CO","Public School Physical Address",8031,80220,"Math",75.42
"745","846 CORONA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204245300,6088,"DORA MOORE ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80218,"ELA",32.6333333333333
"746","846 CORONA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204245300,6088,"DORA MOORE ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80218,"Math",24.74
"747","2520 SOUTH UTICA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248000,2258,"DOULL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",37.6
"748","2520 SOUTH UTICA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204248000,2258,"DOULL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",26.4666666666667
"749","1860 LINCOLN ST",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204242350,2207,"DOWNTOWN DENVER EXPEDITIONARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80203,"ELA",55.7666666666667
"750","1860 LINCOLN ST",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204242350,2207,"DOWNTOWN DENVER EXPEDITIONARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80203,"Math",36.0666666666667
"751","19535 EAST 46TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204240420,5605,"DR. MARTIN LUTHER KING JR. EARLY COLLEGE","Denver Metro","CO","Public School Physical Address",8031,80249,"ELA",29.2
"752","19535 EAST 46TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","6th Grade",7204240420,5605,"DR. MARTIN LUTHER KING JR. EARLY COLLEGE","Denver Metro","CO","Public School Physical Address",8031,80249,"Math",16.62
"753","3111 WEST DARTMOUTH AVENUE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","10th Grade","9th Grade",3035246320,2244,"DSST COLLEGE VIEW HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80236,"ELA",36.7
"754","3111 WEST DARTMOUTH AVENUE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","10th Grade","9th Grade",3035246320,2244,"DSST COLLEGE VIEW HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80236,"Math",47.65
"755","150 SOUTH PEARL STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","9th Grade","9th Grade",3035246350,2228,"DSST: BYERS HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80209,"ELA",69.8
"756","150 SOUTH PEARL STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","9th Grade","9th Grade",3035246350,2228,"DSST: BYERS HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80209,"Math",78.3
"757","150 S. Pearl St.",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246350,2186,"DSST: BYERS MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80209,"ELA",77.2
"758","150 S. Pearl St.",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246350,2186,"DSST: BYERS MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80209,"Math",68.15
"759","3240 HUMBOLDT STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","11th Grade","9th Grade",7205246354,2175,"DSST: COLE HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80205,"ELA",53.2
"760","3240 HUMBOLDT STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","11th Grade","9th Grade",7205246354,2175,"DSST: COLE HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80205,"Math",24.5
"761","1350 E. 3rd Ave",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246354,2223,"DSST: COLE MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80205,"ELA",25.8666666666667
"762","1350 E. 3rd Ave",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246354,2223,"DSST: COLE MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80205,"Math",27.6
"763","3111 W Dartmouth Ave",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246320,4381,"DSST: COLLEGE VIEW MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80236,"ELA",38.6
"764","3111 W Dartmouth Ave",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246320,4381,"DSST: COLLEGE VIEW MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80236,"Math",38
"765","8499 EAST STOLL PLACE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3038024120,2218,"DSST: CONSERVATORY GREEN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"ELA",54.6
"766","8499 EAST STOLL PLACE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3038024120,2218,"DSST: CONSERVATORY GREEN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"Math",44.075
"767","4800 TELLURIDE STREET #2",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",3035246300,2145,"DSST: GREEN VALLEY RANCH HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"ELA",45.3
"768","4800 TELLURIDE STREET #2",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",3035246300,2145,"DSST: GREEN VALLEY RANCH HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"Math",48.75
"769","4800 TELLURIDE STREET BUILDING 3",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246300,2181,"DSST: GREEN VALLEY RANCH MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"ELA",50.4
"770","4800 TELLURIDE STREET BUILDING 3",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3035246300,2181,"DSST: GREEN VALLEY RANCH MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"Math",40.6
"771","3005 SOUTH GOLDEN WAY",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","6th Grade","6th Grade",3038024130,2116,"DSST: HENRY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80227,"ELA",30.8
"772","3005 SOUTH GOLDEN WAY",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","6th Grade","6th Grade",3038024130,2116,"DSST: HENRY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80227,"Math",16.9
"773","2000 VALENTIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",3033205570,2185,"DSST: STAPLETON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"ELA",62.3
"774","2000 VALENTIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",3033205570,2185,"DSST: STAPLETON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"Math",63.5
"775","2000 VALENTIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3033205570,2115,"DSST: STAPLETON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"ELA",58.2666666666667
"776","2000 VALENTIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3033205570,2115,"DSST: STAPLETON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"Math",48.025
"777","880 HOOKER STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247930,2364,"EAGLETON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",20.2
"778","880 HOOKER STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247930,2364,"EAGLETON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",16
"779","1600 CITY PARK ESPLANADE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204238300,2398,"EAST HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80206,"ELA",56.5
"780","1600 CITY PARK ESPLANADE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204238300,2398,"EAST HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80206,"Math",61.4666666666667
"781","3350 QUITMAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247780,2506,"EDISON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80212,"ELA",55.5666666666667
"782","3350 QUITMAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247780,2506,"EDISON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80212,"Math",52.3333333333333
"783","1651 SOUTH DAHLIA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247700,2652,"ELLIS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80222,"ELA",36.4
"784","1651 SOUTH DAHLIA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247700,2652,"ELLIS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80222,"Math",27.2666666666667
"785","2715 WEST 11TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247540,2880,"FAIRVIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",26.7
"786","2715 WEST 11TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247540,2880,"FAIRVIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",20.7
"787","14250 EAST ALBROOK DRIVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204242740,4140,"FARRELL B. HOWELL ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",21.55
"788","14250 EAST ALBROOK DRIVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204242740,4140,"FARRELL B. HOWELL ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",12.0666666666667
"789","21601 EAST 51ST PLACE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204242840,6970,"FLORIDA PITT-WALLER ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"ELA",22.4666666666667
"790","21601 EAST 51ST PLACE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204242840,6970,"FLORIDA PITT-WALLER ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"Math",16.14
"791","1550 SOUTH WOLFF STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247400,3032,"FORCE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",26.0333333333333
"792","1550 SOUTH WOLFF STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247400,3032,"FORCE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",25.2666666666667
"793","4425 LINCOLN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247220,3296,"GARDEN PLACE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80216,"ELA",27.2
"794","4425 LINCOLN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247220,3296,"GARDEN PLACE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80216,"Math",21.3666666666667
"795","655 SOUTH MONACO PKWY",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204238600,3378,"GEORGE WASHINGTON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80224,"ELA",43.1
"796","655 SOUTH MONACO PKWY",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204238600,3378,"GEORGE WASHINGTON HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80224,"Math",53.2666666666667
"797","750 GALAPAGO STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","11th Grade","9th Grade",3032826437,3540,"GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",28.6
"798","750 Galapago St.",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3032826437,3639,"GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",58.3666666666667
"799","750 Galapago St.",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",3032826437,3639,"GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",37.7333333333333
"800","2120 WEST ARKANSAS AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247060,3478,"GODSMAN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80223,"ELA",37.6666666666667
"801","2120 WEST ARKANSAS AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204247060,3478,"GODSMAN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80223,"Math",36.2333333333333
"802","1050 SOUTH ZUNI STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246980,3512,"GOLDRICK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80223,"ELA",18.2666666666667
"803","1050 SOUTH ZUNI STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246980,3512,"GOLDRICK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80223,"Math",12.6333333333333
"804","1751 SOUTH WASHINGTON STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204239360,3600,"GRANT BEACON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"ELA",43.5
