address,countyfips,county,charter,city,distcode,district,highest,lowest,phone,schoolcode,name,setting,state,type,fips,zip
11990 SWINGLINE ROAD,41,EL PASO,N,PEYTON,1110,FALCON 49,12th Grade,9th Grade,7194948910,6821,PIKES PEAK EARLY COLLEGE,Urban-Suburban,CO,Public School Physical Address,8041,80831
11925 ANTLERS RIDGE ROAD,41,EL PASO,Y,FALCON,1110,FALCON 49,8th Grade,Kindergarten,7195222580,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,Urban-Suburban,CO,Public School Physical Address,8041,80831
2525 CANADA DRIVE,41,EL PASO,Y,COLORADO SPRINGS,1110,FALCON 49,10th Grade,6th Grade,7193029025,6653,POWER TECHNICAL EARLY COLLEGE,Urban-Suburban,CO,Public School Physical Address,8041,80922
2825 PONY TRACKS DRIVE,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,5th Grade,Preschool,7194955266,7317,REMINGTON ELEMENTARY SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80922
6753 SHIMMERING CREEK PLACE,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,5th Grade,Preschool,7194948700,7339,RIDGEVIEW ELEMENTARY SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80922
4620 ANTELOPE RIDGE,41,EL PASO,Y,COLORADO SPRINGS,1110,FALCON 49,12th Grade,Kindergarten,7196228000,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,Urban-Suburban,CO,Public School Physical Address,8041,80922
7005 NORTH CAREFREE CIRCLE,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,12th Grade,9th Grade,7194951160,7613,SAND CREEK HIGH SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80922
6350 WINDOM PEAK BOULEVARD,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,8th Grade,6th Grade,7194955566,7960,SKYVIEW MIDDLE SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80923
4350 CENTERVILLE DRIVE,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,5th Grade,Preschool,7194948600,8010,SPRINGS RANCH ELEMENTARY SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80922
6113 Constitution Ave,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,12th Grade,Kindergarten,7194948940,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,Urban-Suburban,CO,Public School Physical Address,8041,80915
4910 JEDEDIAH SMITH ROAD,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,5th Grade,Preschool,7194955252,8266,STETSON ELEMENTARY SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80922
6888 BLACK FOREST ROAD,41,EL PASO,N,COLORADO SPRINGS,1110,FALCON 49,12th Grade,9th Grade,7194948800,8791,VISTA RIDGE HIGH SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80923
8308 DEL RIO ROAD,41,EL PASO,N,FALCON,1110,FALCON 49,5th Grade,Preschool,7194955500,9706,WOODMEN HILLS ELEMENTARY SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80831
14550 EDISON ROAD,41,EL PASO,N,YODER,1120,EDISON 54 JT,12th Grade,6th Grade,7194783000,2504,EDISON ACADEMY,Remote,CO,Public School Physical Address,8041,80864
14550 EDISON ROAD,41,EL PASO,N,YODER,1120,EDISON 54 JT,5th Grade,Preschool,7194782125,2514,EDISON ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8041,80864
14550 EDISON ROAD,41,EL PASO,N,YODER,1120,EDISON 54 JT,12th Grade,6th Grade,7194782125,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,Remote,CO,Public School Physical Address,8041,80864
14550 EDISON ROAD,41,EL PASO,N,YODER,1120,EDISON 54 JT,12th Grade,9th Grade,7194782125,2523,EDISON PREP,Remote,CO,Public School Physical Address,8041,80864
420 SOUTH RUSH ROAD,41,EL PASO,N,RUSH,1130,MIAMI/YODER 60 JT,5th Grade,Preschool,7194782186,5850,MIAMI/YODER ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8041,80833
420 SOUTH RUSH ROAD,41,EL PASO,N,RUSH,1130,MIAMI/YODER 60 JT,12th Grade,6th Grade,7194782186,5854,MIAMI-YODER MIDDLE/HIGH SCHOOL,Remote,CO,Public School Physical Address,8041,80833
1313 COLLEGE,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,12th Grade,9th Grade,7192765870,1266,CANON CITY HIGH SCHOOL,Outlying City,CO,Public School Physical Address,8043,81212
1215 MAIN STEEET,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,8th Grade,6th Grade,7192765740,1262,CANON CITY MIDDLE SCHOOL,Outlying City,CO,Public School Physical Address,8043,81212
2855 NORTH 9TH STREET,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,8th Grade,Kindergarten,7192766050,7950,CANON EXPLORATORY SCHOOL,Outlying City,CO,Public School Physical Address,8043,81212
101 NORTH 14TH STREET,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,12th Grade,6th Grade,7192765700,419,CANON ONLINE ACADEMY,Outlying City,CO,Public School Physical Address,8043,81212
920 FIELD AVENUE,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,8th Grade,Kindergarten,7192765970,3802,HARRISON SCHOOL,Outlying City,CO,Public School Physical Address,8043,81212
420 MYRTLE AVENUE,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,5th Grade,Kindergarten,7192765830,5166,LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY,Outlying City,CO,Public School Physical Address,8043,81212
1240 MC KINLEY STREET,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,5th Grade,Kindergarten,7192766010,5704,MCKINLEY ELEMENTARY SCHOOL,Outlying City,CO,Public School Physical Address,8043,81212
809 FIELD AVENUE,43,FREMONT,Y,CANON CITY,1140,CANON CITY RE-1,8th Grade,Preschool,7192751980,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,Outlying City,CO,Public School Physical Address,8043,81212
606 NORTH 9TH STREET,43,FREMONT,N,CANON CITY,1140,CANON CITY RE-1,5th Grade,Kindergarten,7192766090,9248,WASHINGTON ELEMENTARY SCHOOL,Outlying City,CO,Public School Physical Address,8043,81212
2006 STATE HIGHWAY 67,43,FREMONT,N,FLORENCE,1150,FREMONT RE-2,12th Grade,9th Grade,7197846414,3002,FLORENCE HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8043,81226
500 WEST 5TH STREET,43,FREMONT,N,FLORENCE,1150,FREMONT RE-2,5th Grade,Kindergarten,7197846303,3224,FREMONT ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8043,81226
215 NORTH MAPLE,43,FREMONT,N,FLORENCE,1150,FREMONT RE-2,8th Grade,6th Grade,7197844856,3226,FREMONT MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8043,81226
100 ILLINOIS,43,FREMONT,N,PENROSE,1150,FREMONT RE-2,5th Grade,Kindergarten,7193726777,6858,PENROSE ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8043,81240
345 COUNTY ROAD 12,43,FREMONT,N,COTOPAXI,1160,COTOPAXI RE-3,5th Grade,Preschool,7199424131,3220,COTOPAXI ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8043,81223
345 COUNTY ROAD 12,43,FREMONT,N,COTOPAXI,1160,COTOPAXI RE-3,12th Grade,6th Grade,7199424131,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,Remote,CO,Public School Physical Address,8043,81223
151 EAST COTTONWOOD DRIVE,37,EAGLE,N,BASALT,1180,ROARING FORK RE-1,4th Grade,Preschool,9703845800,560,BASALT ELEMENTARY SCHOOL,Outlying City,CO,Public School Physical Address,8037,81621
600 SOUTHSIDE DRIVE,97,PITKIN,N,BASALT,1180,ROARING FORK RE-1,12th Grade,9th Grade,9703845959,570,BASALT HIGH SCHOOL,Outlying City,CO,Public School Physical Address,8097,81621
51 SCHOOL STREET,97,PITKIN,N,BASALT,1180,ROARING FORK RE-1,8th Grade,5th Grade,9703845900,561,BASALT MIDDLE SCHOOL,Outlying City,CO,Public School Physical Address,8097,81621
455 SOUTH 3RD STREET,45,GARFIELD,N,CARBONDALE,1180,ROARING FORK RE-1,12th Grade,9th Grade,9703845995,1006,BRIDGES,Outlying City,CO,Public School Physical Address,8045,81623
1505 SATANK ROAD,45,GARFIELD,Y,CARBONDALE,1180,ROARING FORK RE-1,8th Grade,Kindergarten,9709639647,429,CARBONDALE COMMUNITY CHARTER SCHOOL,Outlying City,CO,Public School Physical Address,8045,81623
180 SNOWMASS DRIVE,45,GARFIELD,N,CARBONDALE,1180,ROARING FORK RE-1,8th Grade,5th Grade,9703845700,1296,CARBONDALE MIDDLE SCHOOL,Outlying City,CO,Public School Physical Address,8045,81623
160 SNOWMASS DRIVE,45,GARFIELD,N,CARBONDALE,1180,ROARING FORK RE-1,4th Grade,Preschool,9703845620,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,Outlying City,CO,Public School Physical Address,8045,81623
915 SCHOOL STREET,45,GARFIELD,N,GLENWOOD SPRINGS,1180,ROARING FORK RE-1,5th Grade,Preschool,9703845450,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,Outlying City,CO,Public School Physical Address,8045,81602
1521 GRAND AVENUE,45,GARFIELD,N,GLENWOOD SPRINGS,1180,ROARING FORK RE-1,12th Grade,9th Grade,9703845555,3468,GLENWOOD SPRINGS HIGH SCHOOL,Outlying City,CO,Public School Physical Address,8045,81601
120 SOCCERFIELD ROAD,45,GARFIELD,N,GLENWOOD SPRINGS,1180,ROARING FORK RE-1,8th Grade,6th Grade,9703845500,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,Outlying City,CO,Public School Physical Address,8045,81601
2270 HIGHWAY 133,45,GARFIELD,N,CARBONDALE,1180,ROARING FORK RE-1,12th Grade,9th Grade,9703845757,7422,ROARING FORK HIGH SCHOOL,Outlying City,CO,Public School Physical Address,8045,81623
1150 MOUNT SOPRIS DRIVE,45,GARFIELD,N,GLENWOOD SPRINGS,1180,ROARING FORK RE-1,5th Grade,Preschool,9703845400,8038,SOPRIS ELEMENTARY SCHOOL,Outlying City,CO,Public School Physical Address,8045,81602
222 GRAND AVENUE,45,GARFIELD,N,SILT,1195,GARFIELD RE-2,4th Grade,Preschool,9706657850,7890,CACTUS VALLEY ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81652
35947 HIGHWAY 6,45,GARFIELD,N,NEW CASTLE,1195,GARFIELD RE-2,12th Grade,9th Grade,9706256700,65,COAL RIDGE HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81647
804 WEST MAIN STREET,45,GARFIELD,N,NEW CASTLE,1195,GARFIELD RE-2,4th Grade,Preschool,9706656900,2573,ELK CREEK ELEMENTARY,Outlying Town,CO,Public School Physical Address,8045,81647
1575 FARMSTEAD PARKWAY,45,GARFIELD,N,RIFLE,1195,GARFIELD RE-2,4th Grade,Preschool,9706657500,3281,GRAHAM MESA ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81650
1500 EAST 7TH STREET,45,GARFIELD,N,RIFLE,1195,GARFIELD RE-2,4th Grade,Preschool,9706656800,3967,HIGHLAND ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81650
101 ALDER AVENUE,45,GARFIELD,N,NEW CASTLE,1195,GARFIELD RE-2,4th Grade,Preschool,9706657700,4510,KATHRYN SENOR ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81647
1350 PREFONTAINE AVE,45,GARFIELD,N,RIFLE,1195,GARFIELD RE-2,12th Grade,9th Grade,9706657725,7360,RIFLE HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81650
753 RAILROAD,45,GARFIELD,N,RIFLE,1195,GARFIELD RE-2,8th Grade,5th Grade,9706657900,7356,RIFLE MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81650
215 ALDER AVENUE,45,GARFIELD,N,NEW CASTLE,1195,GARFIELD RE-2,8th Grade,5th Grade,9706657800,7388,RIVERSIDE SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81647
225 EAST 30TH STREET,45,GARFIELD,N,RIFLE,1195,GARFIELD RE-2,4th Grade,Preschool,9706657950,9231,WAMSLEY ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8045,81650
0741 TAMARISK TRAIL,45,GARFIELD,N,PARACHUTE,1220,GARFIELD 16,5th Grade,2nd Grade,9702855703,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8045,81635
100 EAST SECOND STREET,45,GARFIELD,N,PARACHUTE,1220,GARFIELD 16,1st Grade,Preschool,9702855702,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,Remote,CO,Public School Physical Address,8045,81635
800 CARDINAL WAY,45,GARFIELD,N,PARACHUTE,1220,GARFIELD 16,12th Grade,9th Grade,9702855705,3586,GRAND VALLEY HIGH SCHOOL,Remote,CO,Public School Physical Address,8045,81635
0364 SIPRELLE DRIVE,45,GARFIELD,N,PARACHUTE,1220,GARFIELD 16,8th Grade,6th Grade,9702855707,8274,GRAND VALLEY MIDDLE SCHOOL,Remote,CO,Public School Physical Address,8045,81635
10595 HIGHWAY 119,47,GILPIN,N,BLACK HAWK,1330,GILPIN COUNTY RE-1,5th Grade,Preschool,3035823444,1632,GILPIN COUNTY ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8047,80403
10595 HIGHWAY 119,47,GILPIN,N,BLACK HAWK,1330,GILPIN COUNTY RE-1,12th Grade,6th Grade,3035823444,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,Remote,CO,Public School Physical Address,8047,80403
715 KINSEY AVENUE,49,GRAND,N,KREMMLING,1340,WEST GRAND 1-JT,8th Grade,Kindergarten,9707241000,9422,WEST GRAND ELEMENTARY  AND MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8049,80459
208 12TH STREET,49,GRAND,N,KREMMLING,1340,WEST GRAND 1-JT,12th Grade,9th Grade,9707243425,9420,WEST GRAND HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8049,80459
251 WEST DIAMOND,49,GRAND,N,GRANBY,1350,EAST GRAND 2,8th Grade,6th Grade,9708873382,2376,EAST GRAND MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8049,80446
125 EASTOM,49,GRAND,N,FRASER,1350,EAST GRAND 2,5th Grade,Preschool,9707268033,3182,FRASER VALLEY ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8049,80442
202 WEST TOPAZ,49,GRAND,N,GRANBY,1350,EAST GRAND 2,5th Grade,Preschool,9708873312,3556,GRANBY ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8049,80446
765 NORTH 2ND STREET,49,GRAND,N,GRANBY,1350,EAST GRAND 2,12th Grade,9th Grade,9708872104,5864,MIDDLE PARK HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8049,80446
818 RED LADY AVE,51,GUNNISON,N,CRESTED BUTTE,1360,GUNNISON WATERSHED RE1J,5th Grade,Kindergarten,9706417720,1447,CRESTED BUTTE ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8051,81224
818 RED LADY AVENUE,51,GUNNISON,N,CRESTED BUTTE,1360,GUNNISON WATERSHED RE1J,12th Grade,6th Grade,9706417720,2006,CRESTED BUTTE SECONDARY SCHOOL,Outlying Town,CO,Public School Physical Address,8051,81224
1099 NORTH 11TH,51,GUNNISON,N,GUNNISON,1360,GUNNISON WATERSHED RE1J,5th Grade,Preschool,9706417710,3690,GUNNISON ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8051,81230
800 WEST OHIO,51,GUNNISON,N,GUNNISON,1360,GUNNISON WATERSHED RE1J,12th Grade,9th Grade,9706417700,3694,GUNNISON HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8051,81230
1099 NORTH 11TH,51,GUNNISON,N,GUNNISON,1360,GUNNISON WATERSHED RE1J,8th Grade,6th Grade,9706417710,3697,GUNNISON MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8051,81230
800 NORTH BOULEVARD,51,GUNNISON,N,GUNNISON,1360,GUNNISON WATERSHED RE1J,Preschool,Preschool,9706411758,3702,LAKE PRESCHOOL,Outlying Town,CO,Public School Physical Address,8051,81230
412 WEST MAIN STREET,51,GUNNISON,Y,MARBLE,1360,GUNNISON WATERSHED RE1J,10th Grade,Kindergarten,9709639550,5577,MARBLE CHARTER SCHOOL,Outlying Town,CO,Public School Physical Address,8051,81623
614 NORTH SILVER STREET,53,HINSDALE,N,LAKE CITY,1380,HINSDALE COUNTY RE 1,12th Grade,Preschool,9709442314,4899,LAKE CITY COMMUNITY SCHOOL,Remote,CO,Public School Physical Address,8053,81235
25421 HIGHWAY 69,55,HUERFANO,N,GARDNER,1390,HUERFANO RE-1,8th Grade,Preschool,7197462446,3306,GARDNER ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8055,81040
355 WEST PINE STREET,55,HUERFANO,N,WALSENBURG,1390,HUERFANO RE-1,12th Grade,9th Grade,7197381610,9212,JOHN MALL HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8055,81089
375 WEST PINE STREET,55,HUERFANO,N,WALSENBURG,1390,HUERFANO RE-1,8th Grade,Preschool,7197382190,63,PEAKVIEW SCHOOL,Outlying Town,CO,Public School Physical Address,8055,81089
126 EAST GARLAND,55,HUERFANO,N,LA VETA,1400,LA VETA RE-2,5th Grade,Preschool,7197423621,4860,LA VETA ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8055,81055
126 EAST GARLAND,55,HUERFANO,N,LA VETA,1400,LA VETA RE-2,12th Grade,6th Grade,7197423662,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,Remote,CO,Public School Physical Address,8055,81055
910 4TH STREET,57,JACKSON,N,WALDEN,1410,NORTH PARK R-1,12th Grade,Preschool,9707233300,6358,NORTH PARK SCHOOL,Remote,CO,Public School Physical Address,8057,80480
6450 WEST 95TH PLACE,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039829790,30,ADAMS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80021
480 SOUTH KIPLING,59,JEFFERSON,Y,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,6th Grade,3039865791,1451,ADDENBROOKE CLASSICAL ACADEMY,Denver Metro,CO,Public School Physical Address,8059,80215
7114 WEST JEFFERSON AVENUE,59,JEFFERSON,Y,LAKEWOOD,1420,JEFFERSON COUNTY R-1,5th Grade,Preschool,3039865791,491,ADDENBROOKE CLASSICAL GRAMMAR SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80235
1255 SOUTH WADSWORTH BLVD,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,7th Grade,3039828160,108,ALAMEDA INTERNATIONAL JUNIOR/SENIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80232
5900 OAK STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039821165,148,ALLENDALE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
7951 WEST 65TH AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039820162,370,ARVADA HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
5751 BALSAM STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,8th Grade,Kindergarten,3039821240,109,ARVADA K-8,Denver Metro,CO,Public School Physical Address,8059,80002
11595 ALLENDALE DRIVE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039821303,378,ARVADA WEST HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
9800 WEST DARTMOUTH PLACE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039828855,664,BEAR CREEK HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80227
9601 WEST DARTMOUTH PLACE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,8th Grade,Kindergarten,3039828714,660,BEAR CREEK K-8 SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80227
1001 ULYSSES STREET,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,8th Grade,6th Grade,3039824280,694,BELL MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
885 SOUTH GARRISON STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039828220,724,BELMAR ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
1892 BERGEN PARKWAY,59,JEFFERSON,N,EVERGREEN,1420,JEFFERSON COUNTY R-1,2nd Grade,Preschool,3039824890,776,BERGEN MEADOW PRIMARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80439
1422 SUGARBUSH DRIVE,59,JEFFERSON,N,EVERGREEN,1420,JEFFERSON COUNTY R-1,5th Grade,3rd Grade,3039824964,779,BERGEN VALLEY INTERMEDIATE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80439
5987 WEST DORADO DRIVE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039822770,951,BLUE HERON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80123
2 WOODRUFF,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,7th Grade,4th Grade,3039824882,952,BRADFORD INTERMEDIATE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
1 WHITE OAK DRIVE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,3rd Grade,Kindergarten,3039823480,950,BRADFORD PRIMARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
5220 W. OHIO AVENUE,31,DENVER,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039826722,965,BRADY EXPLORATION SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80226
6500 OAK STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039821440,1238,CAMPBELL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
2050 S KIPLING STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039828930,1318,CARMODY MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80227
7227 SOUTH SIMMS STREET,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039823670,1522,CHATFIELD HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
11719 RANCH ELSIE ROAD,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,8th Grade,Kindergarten,3039823409,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80403
8420 SOUTH SANGRE DE CRISTO RD,59,JEFFERSON,Y,LITTLETON,1420,JEFFERSON COUNTY R-1,12th Grade,Kindergarten,3039727433,7701,COLLEGIATE ACADEMY OF COLORADO,Denver Metro,CO,Public School Physical Address,8059,80127
6317 SOUTH ESTES STREET,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039825480,1790,COLOROW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80123
6201 SOUTH PIERCE STREET,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039824400,1864,COLUMBINE HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80123
6005 WEST CANYON AVENUE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039825540,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80128
4441 SALVIA STREET,59,JEFFERSON,Y,GOLDEN,1420,JEFFERSON COUNTY R-1,12th Grade,Preschool,3032711977,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80403
10399 WEST 44TH AVENUE,59,JEFFERSON,Y,WHEAT RIDGE,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3034208288,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
10441 COUNTY HIGHWAY 73,59,JEFFERSON,N,CONIFER,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039825255,1886,CONIFER SENIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80433
1200 JOHNSON ROAD,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,12th Grade,7th Grade,3039827004,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,Denver Metro,CO,Public School Physical Address,8059,80401
7922 SOUTH CARR,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039823737,1876,CORONADO ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80128
75 INDEPENDENCE STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039826282,1976,CREIGHTON MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
13399 WEST COAL MINE AVENUE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039821970,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
580 SOUTH HARLAN STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039829655,8090,DEANE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
9201 WEST COLUMBINE DRIVE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,8th Grade,6th Grade,3039823820,2130,DEER CREEK MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80123
401 INDEPENDENCE STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039826382,9432,DENNISON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
10359 W NASSAU AVENUE,59,JEFFERSON,N,DENVER,1420,JEFFERSON COUNTY R-1,12th Grade,7th Grade,3039822600,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80235
1725 SOUTH WRIGHT STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039829200,2194,DEVINNY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
7100 WADSWORTH BLVD,59,JEFFERSON,Y,ARVADA,1420,JEFFERSON COUNTY R-1,7th Grade,Kindergarten,3032503627,2189,DORAL ACADEMY OF COLORADO,Denver Metro,CO,Public School Physical Address,8059,80003
