OBJECTID,School_Code,School_Name,Address,City,State,Zip,Phone,Lowest_Grade,Highest_Grade,District_Code,District_Name,Setting,Charter_YN,Type_,COUNTY,LATITUDE,LONGITUDE,nhid,countyfp10,nhname
412,2589,ELDORADO K-8 SCHOOL,3351 SOUTH INDIANA STREET,SUPERIOR,CO,80027,7205614400,Kindergarten,8th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,39.921452,-105.159485,165,08013,"Martin Acres, Majestic Heights, and Superior"
419,3499,HALCYON SCHOOL (SPECIAL EDUCATION),3100 BUCKNELL COURT,BOULDER,CO,80303,7205614700,6th Grade,12th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,39.992516,-105.256821,165,08013,"Martin Acres, Majestic Heights, and Superior"
442,8387,SUMMIT MIDDLE CHARTER SCHOOL,4655 HANOVER AVENUE,BOULDER,CO,80305,7205613900,6th Grade,8th Grade,480,BOULDER VALLEY RE 2,Denver Metro,Y,Public School Physical Address,BOULDER,39.982311,-105.241348,165,08013,"Martin Acres, Majestic Heights, and Superior"
443,8418,SUPERIOR ELEMENTARY SCHOOL,1800 SOUTH INDIANA ST.,SUPERIOR,CO,80027,7205614100,Kindergarten,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,39.937954,-105.157188,165,08013,"Martin Acres, Majestic Heights, and Superior"
380,7565,ST. VRAIN COMMUNITY MONTESSORI SCHOOL,1067 SOUTH HOVER ST PMB E235,LONGMONT,CO,80501,3036824339,Preschool,8th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,Y,Public School Physical Address,BOULDER,40.148823,-105.130898,167,08013,Willow Creek Park
346,1434,CENTRAL ELEMENTARY SCHOOL,1020 4TH AVENUE,LONGMONT,CO,80501,3037763236,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.165791,-105.108932,182,08013,Roosevelt Park and Sunset Park
375,7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,800 EAST 5TH,LONGMONT,CO,80501,3037726750,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.167431,-105.105255,182,08013,Roosevelt Park and Sunset Park
343,1148,BURLINGTON ELEMENTARY SCHOOL,1051 S. PRATT PARKWAY,LONGMONT,CO,80501,3037768861,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.146561,-105.107277,168,08013,Kamemoto Park
354,2964,FLAGSTAFF CHARTER ACADEMY,1841 LEFT HAND CIRCLE,LONGMONT,CO,80501,3036517900,Preschool,8th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,Y,Public School Physical Address,BOULDER,40.142757,-105.124718,168,08013,Kamemoto Park
358,4278,INDIAN PEAKS ELEMENTARY SCHOOL,1335 SOUTH JUDSON,LONGMONT,CO,80501,3037727240,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.142872,-105.117508,168,08013,Kamemoto Park
372,6498,OLDE COLUMBINE HIGH SCHOOL,1200 SOUTH SUNSET,LONGMONT,CO,80501,7204943961,9th Grade,12th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.146828,-105.121399,168,08013,Kamemoto Park
381,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,1200 SOUTH SUNSET STREET,LONGMONT,CO,80501,3035918627,9th Grade,12th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.146828,-105.121399,168,08013,Kamemoto Park
382,1221,ST. VRAIN VALLEY P-TECH SCHOOL,1200 SOUTH SUNSET STREET,LONGMONT,CO,80501,7204943969,9th Grade,12th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.146828,-105.121399,168,08013,Kamemoto Park
383,5286,SUNSET MIDDLE SCHOOL,1300 S. SUNSET,LONGMONT,CO,80501,3037763963,6th Grade,8th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.14325,-105.121422,168,08013,Kamemoto Park
387,8927,TWIN PEAKS CHARTER ACADEMY,340 SOUTH SUNSET STREET,LONGMONT,CO,80501,3037727286,Kindergarten,12th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,Y,Public School Physical Address,BOULDER,40.154568,-105.12133,168,08013,Kamemoto Park
337,61,ALPINE ELEMENTARY SCHOOL,2005 ALPINE STREET,LONGMONT,CO,80501,7206528140,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.19453,-105.085571,170,08013,Rough & Ready Park and Stephen Day Park
353,2912,FALL RIVER ELEMENTARY SCHOOL,1400 DEERWOOD DRIVE,LONGMONT,CO,80501,7206527920,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.183704,-105.064476,170,08013,Rough & Ready Park and Stephen Day Park
386,8903,TRAIL RIDGE MIDDLE SCHOOL,1000 BUTTON ROCK DRIVE,LONGMONT,CO,80501,7204943820,6th Grade,8th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.176716,-105.059982,170,08013,Rough & Ready Park and Stephen Day Park
1134,1864,COLUMBINE HIGH SCHOOL,6201 SOUTH PIERCE STREET,LITTLETON,CO,80123,3039824400,9th Grade,12th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.604179,-105.072708,236,08059,Clement Park
1196,5350,LUKAS ELEMENTARY SCHOOL,9650 WEST 97TH AVENUE,WESTMINSTER,CO,80021,3039820368,Kindergarten,6th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.872952,-105.103783,237,08059,North StandleyLake Open Space Park
1260,9299,WAYNE CARLE MIDDLE SCHOOL,10200 W 100TH AVENUE,WESTMINSTER,CO,80021,3039829070,7th Grade,8th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.878132,-105.112663,237,08059,North StandleyLake Open Space Park
1125,952,BRADFORD INTERMEDIATE SCHOOL,2 WOODRUFF,LITTLETON,CO,80127,3039824882,4th Grade,7th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.583714,-105.166229,238,08059,Ken Caryl Ranch
1126,950,BRADFORD PRIMARY SCHOOL,1 WHITE OAK DRIVE,LITTLETON,CO,80127,3039823480,Kindergarten,3rd Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.571041,-105.161957,238,08059,Ken Caryl Ranch
1130,1522,CHATFIELD HIGH SCHOOL,7227 SOUTH SIMMS STREET,LITTLETON,CO,80127,3039823670,9th Grade,12th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.586304,-105.129082,238,08059,Ken Caryl Ranch
1132,7701,COLLEGIATE ACADEMY OF COLORADO,8420 SOUTH SANGRE DE CRISTO RD,LITTLETON,CO,80127,3039727433,Kindergarten,12th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,Y,Public School Physical Address,JEFFERSON,39.566971,-105.113953,238,08059,Ken Caryl Ranch
1237,7780,SHAFFER ELEMENTARY SCHOOL,7961 S SANGRE DE CRISTO ROAD,LITTLETON,CO,80127,3039823901,Preschool,5th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.572895,-105.11245,238,08059,Ken Caryl Ranch
1253,9008,UTE MEADOWS ELEMENTARY SCHOOL,11050 WEST MEADOWS DRIVE,LITTLETON,CO,80127,3039824044,Kindergarten,6th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,N,Public School Physical Address,JEFFERSON,39.585621,-105.121445,238,08059,Ken Caryl Ranch
348,1844,COLUMBINE ELEMENTARY SCHOOL,111 LONGS PEAK AVENUE,LONGMONT,CO,80501,3037762840,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.170609,-105.095428,171,08013,Clark Centennial Park
361,5282,LONGMONT HIGH SCHOOL,1040 SUNSET STREET,LONGMONT,CO,80501,3037766014,9th Grade,12th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.176685,-105.121239,171,08013,Clark Centennial Park
362,5288,LONGS PEAK MIDDLE SCHOOL,1500 14TH AVENUE,LONGMONT,CO,80501,3037765611,5th Grade,8th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.183537,-105.118233,171,08013,Clark Centennial Park
368,6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,1415  14TH STREET,LONGMONT,CO,80501,7206528261,Preschool,4th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.183048,-105.110893,171,08013,Clark Centennial Park
371,6404,NORTHRIDGE ELEMENTARY SCHOOL,1200  19TH AVENUE,LONGMONT,CO,80501,3037723040,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.193226,-105.109306,171,08013,Clark Centennial Park
378,7954,SKYLINE HIGH SCHOOL,600 EAST MOUNTAIN VIEW,LONGMONT,CO,80501,7204943741,9th Grade,12th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.181313,-105.102943,171,08013,Clark Centennial Park
385,6010,TIMBERLINE PK-8,233 EAST MOUNTAIN VIEW AVENUE,LONGMONT,CO,80504,3037723900,Preschool,8th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.181229,-105.08667,171,08013,Clark Centennial Park
376,7584,SANBORN ELEMENTARY SCHOOL,2235 VIVIAN STREET,LONGMONT,CO,80501,3037723838,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.198681,-105.119293,172,08013,Garden Acres Park
363,5364,LYONS ELEMENTARY SCHOOL,338 HIGH STREET,LYONS,CO,80540,3038236915,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.225372,-105.26918,174,08013,Lyons and Rabbit Mountain
364,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,100 SOUTH 2ND AVENUE,LYONS,CO,80540,3038236631,6th Grade,12th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.2183,-105.264679,174,08013,Lyons and Rabbit Mountain
431,5838,MESA ELEMENTARY SCHOOL,1575 LEHIGH STREET,BOULDER,CO,80305,7205613000,Kindergarten,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,39.972237,-105.260185,178,08013,Nederland and Boulder Mountain Park
434,6208,NEDERLAND ELEMENTARY SCHOOL,#1 SUNDOWN TRAIL,NEDERLAND,CO,80466,7205614800,Preschool,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,39.969402,-105.516403,178,08013,Nederland and Boulder Mountain Park
435,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,597 ELDORA ROAD,NEDERLAND,CO,80466,7205614900,6th Grade,12th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,39.956276,-105.522362,178,08013,Nederland and Boulder Mountain Park
73,20,ADAMS CITY MIDDLE SCHOOL,4451 EAST 72ND AVENUE,COMMERCE CITY,CO,80022,3032895881,6th Grade,8th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.827293,-104.935112,198,08001,South Commerce City
395,919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,3995 EAST AURORA AVENUE,BOULDER,CO,80303,7205616500,Kindergarten,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,40.003792,-105.243813,184,08013,Southeast Boulder
411,2552,EISENHOWER ELEMENTARY SCHOOL,1220 EISENHOWER DRIVE,BOULDER,CO,80303,7205616700,Kindergarten,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,40.007683,-105.234711,184,08013,Southeast Boulder
421,3940,HIGH PEAKS ELEMENTARY SCHOOL,3995 EAST AURORA AVENUE,BOULDER,CO,80303,7205616500,Preschool,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,40.003792,-105.243813,184,08013,Southeast Boulder
422,6642,HORIZONS K-8 SCHOOL,4545 SIOUX DRIVE,BOULDER,CO,80303,7205615580,Kindergarten,8th Grade,480,BOULDER VALLEY RE 2,Denver Metro,Y,Public School Physical Address,BOULDER,39.993191,-105.237167,184,08013,Southeast Boulder
429,1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,290 MANHATTAN DRIVE,BOULDER,CO,80303,7205616300,6th Grade,8th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,39.993641,-105.229706,184,08013,Southeast Boulder
398,934,BOULDER PREP CHARTER HIGH SCHOOL,5075 CHAPARRAL COURT #1,BOULDER,CO,80301,3035456186,9th Grade,12th Grade,480,BOULDER VALLEY RE 2,Denver Metro,Y,Public School Physical Address,BOULDER,40.066555,-105.202873,187,08013,Gunbarrel Area
420,3882,HEATHERWOOD ELEMENTARY SCHOOL,7750 CONCORD DRIVE,BOULDER,CO,80301,7205615586,Preschool,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BOULDER,40.058105,-105.172981,187,08013,Gunbarrel Area
356,4202,HYGIENE ELEMENTARY SCHOOL,11968 N. 75TH STREET,LONGMONT,CO,80503,7206528021,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.191647,-105.178017,188,08013,McIntosh Park
360,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,1601 NORTHWESTERN ROAD,LONGMONT,CO,80503,7206528101,Preschool,5th Grade,470,ST VRAIN VALLEY RE 1J,Denver Metro,N,Public School Physical Address,BOULDER,40.185677,-105.146896,188,08013,McIntosh Park
41,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,12401 PERRY STREET,BROOMFIELD,CO,80020,7209725520,Preschool,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.9226,-105.039162,189,08014,Southeast Broomfield
413,2702,EMERALD ELEMENTARY SCHOOL,755 W. ELMHURST PLACE,BROOMFIELD,CO,80020,7205618500,Preschool,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.919785,-105.078911,192,08014,Lac Amora Park and Zangs Spur Park
1177,4404,JEFFERSON ACADEMY,11251 REED WAY,BROOMFIELD,CO,80020,7208871992,Kindergarten,12th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,Y,Public School Physical Address,BROOMFIELD,39.90051,-105.075352,192,08014,Lac Amora Park and Zangs Spur Park
1179,4410,JEFFERSON ACADEMY HIGH SCHOOL,11251 REED WAY,BROOMFIELD,CO,80020,7208871992,9th Grade,12th Grade,1420,JEFFERSON COUNTY R-1,Denver Metro,Y,Public School Physical Address,BROOMFIELD,39.90051,-105.075352,192,08014,Lac Amora Park and Zangs Spur Park
392,441,ASPEN CREEK K-8 SCHOOL,5500 ASPEN CREEK DRIVE,BROOMFIELD,CO,80020,7205618000,Preschool,8th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.947285,-105.055168,193,08014,Central West Broomfield
400,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,1555 DAPHNE STREET,BROOMFIELD,CO,80020,7205618400,6th Grade,8th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.937634,-105.077118,193,08014,Central West Broomfield
401,1070,BROOMFIELD HIGH SCHOOL,1 EAGLE WAY,BROOMFIELD,CO,80020,7205618100,9th Grade,12th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.928894,-105.072792,193,08014,Central West Broomfield
425,4792,KOHL ELEMENTARY SCHOOL,1000 WEST 10TH AVENUE,BROOMFIELD,CO,80020,7205618600,Preschool,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.928768,-105.081787,193,08014,Central West Broomfield
27,1937,COYOTE RIDGE ELEMENTARY SCHOOL,13770 BROADLANDS DRIVE,BROOMFIELD,CO,80020,7209725780,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.946499,-105.045731,194,08014,Central North Broomfield
394,872,BIRCH ELEMENTARY SCHOOL,1035 BIRCH,BROOMFIELD,CO,80020,7205618800,Preschool,5th Grade,480,BOULDER VALLEY RE 2,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.930534,-105.0588,194,08014,Central North Broomfield
22,1388,CENTENNIAL ELEMENTARY SCHOOL,13200 WESTLAKE DRIVE,BROOMFIELD,CO,80020,7209725280,Preschool,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.932579,-105.026176,196,08014,Northeast Broomfield
35,5043,LEGACY HIGH SCHOOL,2701 WEST 136TH STREET,BROOMFIELD,CO,80020,7209726700,9th Grade,12th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.94323,-105.018143,196,08014,Northeast Broomfield
39,59,MERIDIAN ELEMENTARY SCHOOL,14256 MCKAY PARK CIRCLE,BROOMFIELD,CO,80020,7209727880,Kindergarten,5th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.954826,-105.020378,196,08014,Northeast Broomfield
48,6802,PROSPECT RIDGE ACADEMY,2555 PREBLE CREEK PKWY,BROOMFIELD,CO,80023,7203990300,Kindergarten,11th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,Y,Public School Physical Address,BROOMFIELD,39.993713,-105.018227,196,08014,Northeast Broomfield
69,9444,WESTLAKE MIDDLE SCHOOL,2800 WEST 135TH AVENUE,BROOMFIELD,CO,80020,7209725200,6th Grade,8th Grade,20,ADAMS 12 FIVE STAR SCHOOLS,Denver Metro,N,Public School Physical Address,BROOMFIELD,39.941994,-105.021431,196,08014,Northeast Broomfield
76,2308,DUPONT ELEMENTARY SCHOOL,7970 KIMBERLY STREET,COMMERCE CITY,CO,80022,3032870189,Kindergarten,5th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.841007,-104.917877,197,08001,"Derby, Southeast Thornton, and Southwest Commerce City"
82,5982,MONACO ELEMENTARY SCHOOL,7631 MONACO BOULEVARD,COMMERCE CITY,CO,80022,3032870307,Kindergarten,5th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.83543,-104.91275,197,08001,"Derby, Southeast Thornton, and Southwest Commerce City"
74,186,ALSUP ELEMENTARY SCHOOL,7101 BIRCH STREET,COMMERCE CITY,CO,80022,3032886865,Kindergarten,5th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.825432,-104.936279,198,08001,South Commerce City
75,1426,CENTRAL ELEMENTARY SCHOOL,6450 HOLLY STREET,COMMERCE CITY,CO,80022,3032870327,Preschool,5th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.81353,-104.922127,198,08001,South Commerce City
77,6534,HANSON ELEMENTARY SCHOOL,7133 EAST 73RD AVENUE,COMMERCE CITY,CO,80022,3038535800,Preschool,5th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.829128,-104.905197,198,08001,South Commerce City
78,4516,KEARNEY MIDDLE SCHOOL,6160 KEARNEY STREET,COMMERCE CITY,CO,80022,3032870261,6th Grade,8th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.808498,-104.917526,198,08001,South Commerce City
79,4536,KEMP ELEMENTARY SCHOOL,6775 ONEIDA STREET,COMMERCE CITY,CO,80022,3032886633,Preschool,5th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.81992,-104.90818,198,08001,South Commerce City
80,22,LESTER R ARNOLD HIGH SCHOOL,6500 EAST 72ND AVENUE,COMMERCE CITY,CO,80022,3032892983,9th Grade,12th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.827152,-104.911949,198,08001,South Commerce City
81,5880,MILDRED L SANVILLE PRESCHOOL,5941 EAST 64TH AVENUE,COMMERCE CITY,CO,80022,3032869472,Preschool,Preschool,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.812916,-104.918983,198,08001,South Commerce City
83,7500,ROSE HILL ELEMENTARY SCHOOL,6900 EAST 58TH AVENUE,COMMERCE CITY,CO,80022,3032870163,Preschool,5th Grade,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.802021,-104.907661,198,08001,South Commerce City
84,124,STARS EARLY LEARNING CENTER,5650 BOWEN COURT,COMMERCE CITY,CO,80022,3038535000,Preschool,Preschool,30,ADAMS COUNTY 14,Denver Metro,N,Public School Physical Address,ADAMS,39.798965,-104.908943,198,08001,South Commerce City
1830,1882,COMMUNITY LEADERSHIP ACADEMY,6880 HOLLY STREET,COMMERCE CITY,CO,80022,3032882711,Preschool,5th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.819576,-104.922241,198,08001,South Commerce City
1860,9037,VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCHOOL,5701 QUEBEC STREET,COMMERCE CITY,CO,80022,3032886111,9th Grade,12th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.800018,-104.903625,198,08001,South Commerce City
1861,9040,VICTORY PREPARATORY ACADEMY MIDDLE STATE CHARTER SCHOOL,5701 QUEBEC STREET,COMMERCE CITY,CO,80022,3032886111,6th Grade,8th Grade,8001,CHARTER SCHOOL INSTITUTE,Urban-Suburban,Y,Public School Physical Address,ADAMS,39.800018,-104.903625,198,08001,South Commerce City
85,700,BELLE CREEK CHARTER SCHOOL,9290 EAST 107TH AVENUE,HENDERSON,CO,80640,3034680160,Kindergarten,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,Y,Public School Physical Address,ADAMS,39.891926,-104.879517,199,08001,Central Commerce City
94,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,11453 OSWEGO STREET,HENDERSON,CO,80640,3036552750,Preschool,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.904556,-104.849281,199,08001,Central Commerce City
99,6702,OTHO E STUART MIDDLE SCHOOL,15955 EAST 101ST WAY,COMMERCE CITY,CO,80022,7206855500,6th Grade,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.88102,-104.801086,199,08001,Central Commerce City
101,7129,PRAIRIE VIEW HIGH SCHOOL,12909 E 120TH AVE,HENDERSON,CO,80640,3036558800,9th Grade,12th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.914388,-104.838612,199,08001,Central Commerce City
102,7131,PRAIRIE VIEW MIDDLE SCHOOL,12915 EAST 120TH AVENUE,HENDERSON,CO,80640,7206855400,6th Grade,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.914388,-104.838601,199,08001,Central Commerce City
104,7714,SECOND CREEK ELEMENTARY SCHOOL,9950 LAREDO DRIVE,COMMERCE CITY,CO,80022,7206857550,Preschool,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.877838,-104.80275,199,08001,Central Commerce City
107,8820,TURNBERRY ELEMENTARY,13069 EAST 106TH PLACE,COMMERCE CITY,CO,80022,7206855350,Preschool,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.890213,-104.834503,199,08001,Central Commerce City
93,3900,HENDERSON ELEMENTARY SCHOOL,12301 EAST 124TH AVENUE,HENDERSON,CO,80640,3036552700,Preschool,5th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,N,Public School Physical Address,ADAMS,39.921753,-104.844795,200,08001,Barr Lake State Park
95,4950,LANDMARK ACADEMY AT REUNION,10566 MEMPHIS STREET,COMMERCE CITY,CO,80022,3032872901,Kindergarten,8th Grade,40,SCHOOL DISTRICT 27J,Denver Metro,Y,Public School Physical Address,ADAMS,39.889008,-104.796082,200,08001,Barr Lake State Park
779,7096,ROXBOROUGH ELEMENTARY SCHOOL,8000 VILLAGE CIRCLE WEST,LITTLETON,CO,80125,3033876000,Preschool,2nd Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,N,Public School Physical Address,DOUGLAS,39.478546,-105.079811,201,08035,West Roxborough Park
708,12,ACRES GREEN ELEMENTARY SCHOOL,13524 NORTH ACRES GREEN DRIVE,LITTLETON,CO,80124,3033877125,Preschool,6th Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,N,Public School Physical Address,DOUGLAS,39.557961,-104.896454,203,08035,Heritage Hills and Stonegate
719,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,16995 EAST CARLSON DRIVE,PARKER,CO,80134,3038419816,Kindergarten,8th Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,Y,Public School Physical Address,DOUGLAS,39.54578,-104.789909,203,08035,Heritage Hills and Stonegate
720,1503,CHAPARRAL HIGH SCHOOL,15655 BROOKSTONE DRIVE,PARKER,CO,80138,3033873500,9th Grade,12th Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,N,Public School Physical Address,DOUGLAS,39.53941,-104.808777,203,08035,Heritage Hills and Stonegate
721,2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,17302 CLARKE FARMS DRIVE,PARKER,CO,80134,3033878125,Preschool,6th Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,N,Public School Physical Address,DOUGLAS,39.525917,-104.787758,203,08035,Heritage Hills and Stonegate
743,266,GOLD RUSH ELEMENTARY,12021 SOUTH SWIFT FOX WAY,PARKER,CO,80134,3033870708,Preschool,5th Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,N,Public School Physical Address,DOUGLAS,39.497746,-104.801315,203,08035,Heritage Hills and Stonegate
747,3863,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,373 INVERNESS PARKWAY SUITE 205,CENTENNIAL,CO,80112,7204023000,Kindergarten,5th Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,Y,Public School Physical Address,DOUGLAS,39.561523,-104.865662,203,08035,Heritage Hills and Stonegate
748,3995,HOPE ONLINE LEARNING ACADEMY HIGH SCHOOL,367 INVERNESS PARKWAY SUITE 225,CENTENNIAL,CO,80112,3039893539,9th Grade,12th Grade,900,DOUGLAS COUNTY RE 1,Denver Metro,Y,Public School Physical Address,DOUGLAS,39.560158,-104.865494,203,08035,Heritage Hills and Stonegate
